,品类,日期,数量
27324,中性罗马鞋,2016-11-19,0.0
27325,中性罗马鞋,2016-11-20,0.0
27326,中性罗马鞋,2016-11-21,0.0
27327,中性罗马鞋,2016-11-22,0.0
27328,中性罗马鞋,2016-11-23,0.0
27329,中性罗马鞋,2016-11-24,0.0
27330,中性罗马鞋,2016-11-25,0.0
27331,中性罗马鞋,2016-11-26,0.0
27332,中性罗马鞋,2016-11-27,0.0
27333,中性罗马鞋,2016-11-28,0.0
27334,中性罗马鞋,2016-11-29,0.0
27335,中性罗马鞋,2016-11-30,0.0
27336,中性罗马鞋,2016-12-01,0.0
27337,中性罗马鞋,2016-12-02,0.0
27338,中性罗马鞋,2016-12-03,0.0
27339,中性罗马鞋,2016-12-04,0.0
27340,中性罗马鞋,2016-12-05,0.0
27341,中性罗马鞋,2016-12-06,0.0
27342,中性罗马鞋,2016-12-07,0.0
27343,中性罗马鞋,2016-12-08,0.0
27344,中性罗马鞋,2016-12-09,0.0
27345,中性罗马鞋,2016-12-10,0.0
27346,中性罗马鞋,2016-12-11,0.0
27347,中性罗马鞋,2016-12-12,0.0
27348,中性罗马鞋,2016-12-13,0.0
27349,中性罗马鞋,2016-12-14,0.0
27350,中性罗马鞋,2016-12-15,0.0
27351,中性罗马鞋,2016-12-16,0.0
27352,中性罗马鞋,2016-12-17,0.0
27353,中性罗马鞋,2016-12-18,0.0
27354,中性罗马鞋,2016-12-19,0.0
27355,中性罗马鞋,2016-12-20,0.0
27356,中性罗马鞋,2016-12-21,0.0
27357,中性罗马鞋,2016-12-22,0.0
27358,中性罗马鞋,2016-12-23,0.0
27359,中性罗马鞋,2016-12-24,0.0
27360,中性罗马鞋,2016-12-25,0.0
27361,中性罗马鞋,2016-12-26,0.0
27362,中性罗马鞋,2016-12-27,0.0
27363,中性罗马鞋,2016-12-28,0.0
27364,中性罗马鞋,2016-12-29,0.0
27365,中性罗马鞋,2016-12-30,0.0
27366,中性罗马鞋,2016-12-31,0.0
27367,中性罗马鞋,2017-01-01,0.0
27368,中性马丁鞋,2016-02-08,0.0
27369,中性马丁鞋,2016-02-09,0.0
27370,中性马丁鞋,2016-03-08,0.0
27371,中性马丁鞋,2016-03-22,0.0
27372,中性马丁鞋,2016-03-29,0.0
27373,中性马丁鞋,2016-04-03,0.0
27374,中性马丁鞋,2016-04-06,0.0
27375,中性马丁鞋,2016-04-07,0.0
27376,中性马丁鞋,2016-04-10,0.0
27377,中性马丁鞋,2016-04-11,0.0
27378,中性马丁鞋,2016-04-12,0.0
27379,中性马丁鞋,2016-04-13,0.0
27380,中性马丁鞋,2016-04-15,0.0
27381,中性马丁鞋,2016-04-18,0.0
27382,中性马丁鞋,2016-04-20,0.0
27383,中性马丁鞋,2016-04-21,0.0
27384,中性马丁鞋,2016-04-22,0.0
27385,中性马丁鞋,2016-04-24,0.0
27386,中性马丁鞋,2016-04-26,0.0
27387,中性马丁鞋,2016-04-27,0.0
27388,中性马丁鞋,2016-04-28,0.0
27389,中性马丁鞋,2016-04-30,0.0
27390,中性马丁鞋,2016-05-02,0.0
27391,中性马丁鞋,2016-05-03,0.0
27392,中性马丁鞋,2016-05-04,0.0
27393,中性马丁鞋,2016-05-05,0.0
27394,中性马丁鞋,2016-05-06,0.0
27395,中性马丁鞋,2016-05-08,0.0
27396,中性马丁鞋,2016-05-09,0.0
27397,中性马丁鞋,2016-05-10,0.0
27398,中性马丁鞋,2016-05-11,0.0
27399,中性马丁鞋,2016-05-12,0.0
27400,中性马丁鞋,2016-05-13,0.0
27401,中性马丁鞋,2016-05-14,0.0
27402,中性马丁鞋,2016-05-15,0.0
27403,中性马丁鞋,2016-05-16,0.0
27404,中性马丁鞋,2016-05-17,0.0
27405,中性马丁鞋,2016-05-18,0.0
27406,中性马丁鞋,2016-05-19,0.0
27407,中性马丁鞋,2016-05-20,0.0
27408,中性马丁鞋,2016-05-21,0.0
27409,中性马丁鞋,2016-05-22,0.0
27410,中性马丁鞋,2016-05-23,0.0
27411,中性马丁鞋,2016-05-24,0.0
27412,中性马丁鞋,2016-05-25,0.0
27413,中性马丁鞋,2016-05-26,0.0
27414,中性马丁鞋,2016-05-27,0.0
27415,中性马丁鞋,2016-05-28,0.0
27416,中性马丁鞋,2016-05-30,0.0
27417,中性马丁鞋,2016-05-31,0.0
27418,中性马丁鞋,2016-06-01,0.0
27419,中性马丁鞋,2016-06-02,0.0
27420,中性马丁鞋,2016-06-03,0.0
27421,中性马丁鞋,2016-06-04,0.0
27422,中性马丁鞋,2016-06-05,0.0
27423,中性马丁鞋,2016-06-06,0.0
27424,中性马丁鞋,2016-06-07,0.0
27425,中性马丁鞋,2016-06-08,0.0
27426,中性马丁鞋,2016-06-09,0.0
27427,中性马丁鞋,2016-06-10,0.0
27428,中性马丁鞋,2016-06-11,0.0
27429,中性马丁鞋,2016-06-12,0.0
27430,中性马丁鞋,2016-06-13,0.0
27431,中性马丁鞋,2016-06-15,0.0
27432,中性马丁鞋,2016-06-16,0.0
27433,中性马丁鞋,2016-06-17,0.0
27434,中性马丁鞋,2016-06-18,0.0
27435,中性马丁鞋,2016-06-19,0.0
27436,中性马丁鞋,2016-06-20,0.0
27437,中性马丁鞋,2016-06-21,0.0
27438,中性马丁鞋,2016-06-22,0.0
27439,中性马丁鞋,2016-06-23,0.0
27440,中性马丁鞋,2016-06-24,0.0
27441,中性马丁鞋,2016-06-25,0.0
27442,中性马丁鞋,2016-06-26,0.0
27443,中性马丁鞋,2016-06-27,0.0
27444,中性马丁鞋,2016-06-28,0.0
27445,中性马丁鞋,2016-06-29,0.0
27446,中性马丁鞋,2016-06-30,0.0
27447,中性马丁鞋,2016-07-01,0.0
27448,中性马丁鞋,2016-07-02,0.0
27449,中性马丁鞋,2016-07-03,0.0
27450,中性马丁鞋,2016-07-04,0.0
27451,中性马丁鞋,2016-07-05,0.0
27452,中性马丁鞋,2016-07-06,0.0
27453,中性马丁鞋,2016-07-07,0.0
27454,中性马丁鞋,2016-07-08,0.0
27455,中性马丁鞋,2016-07-09,0.0
27456,中性马丁鞋,2016-07-10,0.0
27457,中性马丁鞋,2016-07-11,0.0
27458,中性马丁鞋,2016-07-12,0.0
27459,中性马丁鞋,2016-07-13,0.0
27460,中性马丁鞋,2016-07-14,0.0
27461,中性马丁鞋,2016-07-15,0.0
27462,中性马丁鞋,2016-07-16,0.0
27463,中性马丁鞋,2016-07-17,0.0
27464,中性马丁鞋,2016-07-18,0.0
27465,中性马丁鞋,2016-07-19,0.0
27466,中性马丁鞋,2016-07-20,0.0
27467,中性马丁鞋,2016-07-21,0.0
27468,中性马丁鞋,2016-07-22,0.0
27469,中性马丁鞋,2016-07-23,0.0
27470,中性马丁鞋,2016-07-24,0.0
27471,中性马丁鞋,2016-07-25,0.0
27472,中性马丁鞋,2016-07-26,0.0
27473,中性马丁鞋,2016-07-27,0.0
27474,中性马丁鞋,2016-07-28,0.0
27475,中性马丁鞋,2016-07-29,0.0
27476,中性马丁鞋,2016-08-02,0.0
27477,中性马丁鞋,2016-08-03,0.0
27478,中性马丁鞋,2016-08-04,0.0
27479,中性马丁鞋,2016-08-05,0.0
27480,中性马丁鞋,2016-08-06,0.0
27481,中性马丁鞋,2016-08-07,0.0
27482,中性马丁鞋,2016-08-08,0.0
27483,中性马丁鞋,2016-08-09,0.0
27484,中性马丁鞋,2016-08-10,0.0
27485,中性马丁鞋,2016-08-11,0.0
27486,中性马丁鞋,2016-08-12,0.0
27487,中性马丁鞋,2016-08-14,0.0
27488,中性马丁鞋,2016-08-15,0.0
27489,中性马丁鞋,2016-08-16,0.0
27490,中性马丁鞋,2016-08-17,0.0
27491,中性马丁鞋,2016-08-18,0.0
27492,中性马丁鞋,2016-08-19,0.0
27493,中性马丁鞋,2016-08-20,0.0
27494,中性马丁鞋,2016-08-21,0.0
27495,中性马丁鞋,2016-08-22,0.0
27496,中性马丁鞋,2016-08-24,0.0
27497,中性马丁鞋,2016-08-25,0.0
27498,中性马丁鞋,2016-08-26,0.0
27499,中性马丁鞋,2016-08-27,0.0
27500,中性马丁鞋,2016-08-29,0.0
27501,中性马丁鞋,2016-08-30,0.0
27502,中性马丁鞋,2016-08-31,0.0
27503,中性马丁鞋,2016-09-01,0.0
27504,中性马丁鞋,2016-09-02,0.0
27505,中性马丁鞋,2016-09-04,0.0
27506,中性马丁鞋,2016-09-05,0.0
27507,中性马丁鞋,2016-09-07,0.0
27508,中性马丁鞋,2016-09-09,0.0
27509,中性马丁鞋,2016-09-10,0.0
27510,中性马丁鞋,2016-09-12,0.0
27511,中性马丁鞋,2016-09-13,0.0
27512,中性马丁鞋,2016-09-14,0.0
27513,中性马丁鞋,2016-09-17,0.0
27514,中性马丁鞋,2016-09-21,0.0
27515,中性马丁鞋,2016-09-22,0.0
27516,中性马丁鞋,2016-09-26,0.0
27517,中性马丁鞋,2016-09-27,0.0
27518,中性马丁鞋,2016-09-28,0.0
27519,中性马丁鞋,2016-09-30,0.0
27520,中性马丁鞋,2016-10-01,0.0
27521,中性马丁鞋,2016-10-06,0.0
27522,中性马丁鞋,2016-10-09,0.0
27523,中性马丁鞋,2016-10-13,0.0
27524,中性马丁鞋,2016-10-15,0.0
27525,中性马丁鞋,2016-10-19,0.0
27526,中性马丁鞋,2016-10-20,0.0
27527,中性马丁鞋,2016-10-29,0.0
27528,中性马丁鞋,2016-10-31,0.0
27529,中性马丁鞋,2016-11-06,0.0
27530,中性马丁鞋,2016-11-09,0.0
27531,中性马丁鞋,2016-11-13,0.0
27532,中性马丁鞋,2016-11-14,0.0
27533,中性马丁鞋,2016-11-15,0.0
27534,中性马丁鞋,2016-11-18,0.0
27535,中性马丁鞋,2016-11-22,0.0
27536,中性马丁鞋,2016-11-23,0.0
27537,中性马丁鞋,2016-11-24,0.0
27538,中性马丁鞋,2016-11-29,0.0
27539,中性马丁鞋,2016-12-07,0.0
27540,中性马丁鞋,2016-12-13,0.0
27541,中性马丁鞋,2016-12-14,0.0
27542,中性马丁鞋,2016-12-21,0.0
27543,中性马丁鞋,2016-12-26,0.0
27544,中性马丁鞋,2017-01-01,0.0
27545,乐福鞋,2016-01-01,0.0
27546,乐福鞋,2016-01-02,0.0
27547,乐福鞋,2016-01-03,0.0
27548,乐福鞋,2016-01-04,0.0
27549,乐福鞋,2016-01-05,0.0
27550,乐福鞋,2016-01-06,0.0
27551,乐福鞋,2016-01-07,0.0
27552,乐福鞋,2016-01-08,0.0
27553,乐福鞋,2016-01-09,0.0
27554,乐福鞋,2016-01-10,0.0
27555,乐福鞋,2016-01-11,0.0
27556,乐福鞋,2016-01-12,0.0
27557,乐福鞋,2016-01-13,0.0
27558,乐福鞋,2016-01-14,0.0
27559,乐福鞋,2016-01-15,0.0
27560,乐福鞋,2016-01-16,0.0
27561,乐福鞋,2016-01-17,0.0
27562,乐福鞋,2016-01-18,0.0
27563,乐福鞋,2016-01-19,0.0
27564,乐福鞋,2016-01-20,0.0
27565,乐福鞋,2016-01-21,0.0
27566,乐福鞋,2016-01-22,0.0
27567,乐福鞋,2016-01-23,0.0
27568,乐福鞋,2016-01-24,0.0
27569,乐福鞋,2016-01-25,0.0
27570,乐福鞋,2016-01-26,0.0
27571,乐福鞋,2016-01-27,0.0
27572,乐福鞋,2016-01-28,0.0
27573,乐福鞋,2016-01-29,0.0
27574,乐福鞋,2016-01-30,0.0
27575,乐福鞋,2016-01-31,0.0
27576,乐福鞋,2016-02-01,0.0
27577,乐福鞋,2016-02-02,0.0
27578,乐福鞋,2016-02-03,0.0
27579,乐福鞋,2016-02-04,0.0
27580,乐福鞋,2016-02-05,0.0
27581,乐福鞋,2016-02-06,0.0
27582,乐福鞋,2016-02-07,0.0
27583,乐福鞋,2016-02-08,0.0
27584,乐福鞋,2016-02-09,0.0
27585,乐福鞋,2016-02-10,0.0
27586,乐福鞋,2016-02-11,0.0
27587,乐福鞋,2016-02-12,0.0
27588,乐福鞋,2016-02-13,0.0
27589,乐福鞋,2016-02-14,0.0
27590,乐福鞋,2016-02-15,0.0
27591,乐福鞋,2016-02-16,0.0
27592,乐福鞋,2016-02-17,0.0
27593,乐福鞋,2016-02-18,0.0
27594,乐福鞋,2016-02-19,0.0
27595,乐福鞋,2016-02-20,0.0
27596,乐福鞋,2016-02-21,0.0
27597,乐福鞋,2016-02-22,0.0
27598,乐福鞋,2016-02-23,0.0
27599,乐福鞋,2016-02-24,0.0
27600,乐福鞋,2016-02-25,0.0
27601,乐福鞋,2016-02-26,0.0
27602,乐福鞋,2016-02-27,0.0
27603,乐福鞋,2016-02-28,0.0
27604,乐福鞋,2016-02-29,0.0
27605,乐福鞋,2016-03-01,0.0
27606,乐福鞋,2016-03-02,0.0
27607,乐福鞋,2016-03-03,0.0
27608,乐福鞋,2016-03-04,0.0
27609,乐福鞋,2016-03-05,0.0
27610,乐福鞋,2016-03-06,0.0
27611,乐福鞋,2016-03-07,0.0
27612,乐福鞋,2016-03-08,0.0
27613,乐福鞋,2016-03-09,0.0
27614,乐福鞋,2016-03-10,0.0
27615,乐福鞋,2016-03-11,0.0
27616,乐福鞋,2016-03-12,0.0
27617,乐福鞋,2016-03-13,0.0
27618,乐福鞋,2016-03-14,0.0
27619,乐福鞋,2016-03-15,0.0
27620,乐福鞋,2016-03-16,0.0
27621,乐福鞋,2016-03-17,0.0
27622,乐福鞋,2016-03-18,0.0
27623,乐福鞋,2016-03-19,0.0
27624,乐福鞋,2016-03-20,0.0
27625,乐福鞋,2016-03-21,0.0
27626,乐福鞋,2016-03-22,0.0
27627,乐福鞋,2016-03-23,0.0
27628,乐福鞋,2016-03-24,0.0
27629,乐福鞋,2016-03-25,0.0
27630,乐福鞋,2016-03-26,0.0
27631,乐福鞋,2016-03-27,0.0
27632,乐福鞋,2016-03-28,0.0
27633,乐福鞋,2016-03-29,0.0
27634,乐福鞋,2016-03-30,0.0
27635,乐福鞋,2016-03-31,0.0
27636,乐福鞋,2016-04-01,0.0
27637,乐福鞋,2016-04-02,0.0
27638,乐福鞋,2016-04-03,0.0
27639,乐福鞋,2016-04-04,0.0
27640,乐福鞋,2016-04-05,0.0
27641,乐福鞋,2016-04-06,0.0
27642,乐福鞋,2016-04-07,0.0
27643,乐福鞋,2016-04-08,0.0
27644,乐福鞋,2016-04-09,0.0
27645,乐福鞋,2016-04-10,0.0
27646,乐福鞋,2016-04-11,0.0
27647,乐福鞋,2016-04-12,0.0
27648,乐福鞋,2016-04-13,0.0
27649,乐福鞋,2016-04-14,0.0
27650,乐福鞋,2016-04-15,0.0
27651,乐福鞋,2016-04-16,0.0
27652,乐福鞋,2016-04-17,0.0
27653,乐福鞋,2016-04-18,0.0
27654,乐福鞋,2016-04-19,0.0
27655,乐福鞋,2016-04-20,0.0
27656,乐福鞋,2016-04-21,0.0
27657,乐福鞋,2016-04-22,0.0
27658,乐福鞋,2016-04-23,0.0
27659,乐福鞋,2016-04-24,0.0
27660,乐福鞋,2016-04-25,0.0
27661,乐福鞋,2016-04-26,0.0
27662,乐福鞋,2016-04-27,0.0
27663,乐福鞋,2016-04-28,0.0
27664,乐福鞋,2016-04-29,0.0
27665,乐福鞋,2016-04-30,0.0
27666,乐福鞋,2016-05-01,0.0
27667,乐福鞋,2016-05-02,0.0
27668,乐福鞋,2016-05-03,0.0
27669,乐福鞋,2016-05-04,0.0
27670,乐福鞋,2016-05-05,0.0
27671,乐福鞋,2016-05-06,0.0
27672,乐福鞋,2016-05-07,0.0
27673,乐福鞋,2016-05-08,0.0
27674,乐福鞋,2016-05-09,0.0
27675,乐福鞋,2016-05-10,0.0
27676,乐福鞋,2016-05-11,0.0
27677,乐福鞋,2016-05-12,0.0
27678,乐福鞋,2016-05-13,0.0
27679,乐福鞋,2016-05-14,0.0
27680,乐福鞋,2016-05-15,0.0
27681,乐福鞋,2016-05-16,0.0
27682,乐福鞋,2016-05-17,0.0
27683,乐福鞋,2016-05-18,0.0
27684,乐福鞋,2016-05-19,0.0
27685,乐福鞋,2016-05-20,0.0
27686,乐福鞋,2016-05-21,0.0
27687,乐福鞋,2016-05-22,0.0
27688,乐福鞋,2016-05-23,0.0
27689,乐福鞋,2016-05-24,0.0
27690,乐福鞋,2016-05-25,0.0
27691,乐福鞋,2016-05-26,0.0
27692,乐福鞋,2016-05-27,0.0
27693,乐福鞋,2016-05-28,0.0
27694,乐福鞋,2016-05-29,0.0
27695,乐福鞋,2016-05-30,0.0
27696,乐福鞋,2016-05-31,0.0
27697,乐福鞋,2016-06-01,0.0
27698,乐福鞋,2016-06-02,0.0
27699,乐福鞋,2016-06-03,0.0
27700,乐福鞋,2016-06-04,0.0
27701,乐福鞋,2016-06-05,0.0
27702,乐福鞋,2016-06-06,0.0
27703,乐福鞋,2016-06-07,0.0
27704,乐福鞋,2016-06-08,0.0
27705,乐福鞋,2016-06-09,0.0
27706,乐福鞋,2016-06-10,0.0
27707,乐福鞋,2016-06-11,0.0
27708,乐福鞋,2016-06-12,0.0
27709,乐福鞋,2016-06-13,0.0
27710,乐福鞋,2016-06-14,0.0
27711,乐福鞋,2016-06-15,0.0
27712,乐福鞋,2016-06-16,0.0
27713,乐福鞋,2016-06-17,0.0
27714,乐福鞋,2016-06-18,0.0
27715,乐福鞋,2016-06-19,0.0
27716,乐福鞋,2016-06-20,0.0
27717,乐福鞋,2016-06-21,0.0
27718,乐福鞋,2016-06-22,0.0
27719,乐福鞋,2016-06-23,0.0
27720,乐福鞋,2016-06-24,0.0
27721,乐福鞋,2016-06-25,0.0
27722,乐福鞋,2016-06-26,0.0
27723,乐福鞋,2016-06-27,0.0
27724,乐福鞋,2016-06-28,0.0
27725,乐福鞋,2016-06-29,0.0
27726,乐福鞋,2016-06-30,0.0
27727,乐福鞋,2016-07-01,0.0
27728,乐福鞋,2016-07-02,0.0
27729,乐福鞋,2016-07-03,0.0
27730,乐福鞋,2016-07-04,0.0
27731,乐福鞋,2016-07-05,0.0
27732,乐福鞋,2016-07-06,0.0
27733,乐福鞋,2016-07-07,0.0
27734,乐福鞋,2016-07-08,0.0
27735,乐福鞋,2016-07-09,0.0
27736,乐福鞋,2016-07-10,0.0
27737,乐福鞋,2016-07-11,0.0
27738,乐福鞋,2016-07-12,0.0
27739,乐福鞋,2016-07-13,0.0
27740,乐福鞋,2016-07-14,0.0
27741,乐福鞋,2016-07-15,0.0
27742,乐福鞋,2016-07-16,0.0
27743,乐福鞋,2016-07-17,0.0
27744,乐福鞋,2016-07-18,0.0
27745,乐福鞋,2016-07-19,0.0
27746,乐福鞋,2016-07-20,0.0
27747,乐福鞋,2016-07-21,0.0
27748,乐福鞋,2016-07-22,0.0
27749,乐福鞋,2016-07-23,0.0
27750,乐福鞋,2016-07-24,0.0
27751,乐福鞋,2016-07-25,0.0
27752,乐福鞋,2016-07-26,0.0
27753,乐福鞋,2016-07-27,0.0
27754,乐福鞋,2016-07-28,0.0
27755,乐福鞋,2016-07-29,0.0
27756,乐福鞋,2016-07-30,0.0
27757,乐福鞋,2016-07-31,0.0
27758,乐福鞋,2016-08-01,0.0
27759,乐福鞋,2016-08-02,0.0
27760,乐福鞋,2016-08-03,0.0
27761,乐福鞋,2016-08-04,0.0
27762,乐福鞋,2016-08-05,0.0
27763,乐福鞋,2016-08-06,0.0
27764,乐福鞋,2016-08-07,0.0
27765,乐福鞋,2016-08-08,0.0
27766,乐福鞋,2016-08-09,0.0
27767,乐福鞋,2016-08-10,0.0
27768,乐福鞋,2016-08-11,0.0
27769,乐福鞋,2016-08-12,0.0
27770,乐福鞋,2016-08-13,0.0
27771,乐福鞋,2016-08-14,0.0
27772,乐福鞋,2016-08-15,0.0
27773,乐福鞋,2016-08-16,0.0
27774,乐福鞋,2016-08-17,0.0
27775,乐福鞋,2016-08-18,0.0
27776,乐福鞋,2016-08-19,0.0
27777,乐福鞋,2016-08-20,0.0
27778,乐福鞋,2016-08-21,0.0
27779,乐福鞋,2016-08-22,0.0
27780,乐福鞋,2016-08-23,0.0
27781,乐福鞋,2016-08-24,0.0
27782,乐福鞋,2016-08-25,0.0
27783,乐福鞋,2016-08-26,0.0
27784,乐福鞋,2016-08-27,0.0
27785,乐福鞋,2016-08-28,0.0
27786,乐福鞋,2016-08-29,0.0
27787,乐福鞋,2016-08-30,0.0
27788,乐福鞋,2016-08-31,0.0
27789,乐福鞋,2016-09-01,0.0
27790,乐福鞋,2016-09-02,0.0
27791,乐福鞋,2016-09-03,0.0
27792,乐福鞋,2016-09-04,0.0
27793,乐福鞋,2016-09-05,0.0
27794,乐福鞋,2016-09-06,0.0
27795,乐福鞋,2016-09-07,0.0
27796,乐福鞋,2016-09-08,0.0
27797,乐福鞋,2016-09-09,0.0
27798,乐福鞋,2016-09-10,0.0
27799,乐福鞋,2016-09-11,0.0
27800,乐福鞋,2016-09-12,0.0
27801,乐福鞋,2016-09-13,0.0
27802,乐福鞋,2016-09-14,0.0
27803,乐福鞋,2016-09-15,0.0
27804,乐福鞋,2016-09-16,0.0
27805,乐福鞋,2016-09-17,0.0
27806,乐福鞋,2016-09-18,0.0
27807,乐福鞋,2016-09-19,0.0
27808,乐福鞋,2016-09-20,0.0
27809,乐福鞋,2016-09-21,0.0
27810,乐福鞋,2016-09-22,0.0
27811,乐福鞋,2016-09-23,0.0
27812,乐福鞋,2016-09-24,0.0
27813,乐福鞋,2016-09-25,0.0
27814,乐福鞋,2016-09-26,0.0
27815,乐福鞋,2016-09-27,0.0
27816,乐福鞋,2016-09-28,0.0
27817,乐福鞋,2016-09-29,0.0
27818,乐福鞋,2016-09-30,0.0
27819,乐福鞋,2016-10-01,0.0
27820,乐福鞋,2016-10-02,0.0
27821,乐福鞋,2016-10-03,0.0
27822,乐福鞋,2016-10-04,0.0
27823,乐福鞋,2016-10-05,0.0
27824,乐福鞋,2016-10-06,0.0
27825,乐福鞋,2016-10-07,0.0
27826,乐福鞋,2016-10-08,0.0
27827,乐福鞋,2016-10-09,0.0
27828,乐福鞋,2016-10-10,0.0
27829,乐福鞋,2016-10-11,0.0
27830,乐福鞋,2016-10-12,0.0
27831,乐福鞋,2016-10-13,0.0
27832,乐福鞋,2016-10-14,0.0
27833,乐福鞋,2016-10-15,0.0
27834,乐福鞋,2016-10-16,0.0
27835,乐福鞋,2016-10-17,0.0
27836,乐福鞋,2016-10-18,0.0
27837,乐福鞋,2016-10-19,0.0
27838,乐福鞋,2016-10-20,0.0
27839,乐福鞋,2016-10-21,0.0
27840,乐福鞋,2016-10-22,0.0
27841,乐福鞋,2016-10-23,0.0
27842,乐福鞋,2016-10-24,0.0
27843,乐福鞋,2016-10-25,0.0
27844,乐福鞋,2016-10-26,0.0
27845,乐福鞋,2016-10-27,0.0
27846,乐福鞋,2016-10-28,0.0
27847,乐福鞋,2016-10-29,0.0
27848,乐福鞋,2016-10-30,0.0
27849,乐福鞋,2016-10-31,0.0
27850,乐福鞋,2016-11-01,0.0
27851,乐福鞋,2016-11-02,0.0
27852,乐福鞋,2016-11-03,0.0
27853,乐福鞋,2016-11-04,0.0
27854,乐福鞋,2016-11-05,0.0
27855,乐福鞋,2016-11-06,0.0
27856,乐福鞋,2016-11-07,0.0
27857,乐福鞋,2016-11-08,0.0
27858,乐福鞋,2016-11-09,0.0
27859,乐福鞋,2016-11-10,0.0
27860,乐福鞋,2016-11-11,0.0
27861,乐福鞋,2016-11-12,0.0
27862,乐福鞋,2016-11-13,0.0
27863,乐福鞋,2016-11-14,0.0
27864,乐福鞋,2016-11-15,0.0
27865,乐福鞋,2016-11-16,0.0
27866,乐福鞋,2016-11-17,0.0
27867,乐福鞋,2016-11-18,0.0
27868,乐福鞋,2016-11-19,0.0
27869,乐福鞋,2016-11-20,0.0
27870,乐福鞋,2016-11-21,0.0
27871,乐福鞋,2016-11-22,0.0
27872,乐福鞋,2016-11-23,0.0
27873,乐福鞋,2016-11-24,0.0
27874,乐福鞋,2016-11-25,0.0
27875,乐福鞋,2016-11-26,0.0
27876,乐福鞋,2016-11-27,0.0
27877,乐福鞋,2016-11-28,0.0
27878,乐福鞋,2016-11-29,0.0
27879,乐福鞋,2016-11-30,0.0
27880,乐福鞋,2016-12-01,0.0
27881,乐福鞋,2016-12-02,0.0
27882,乐福鞋,2016-12-03,0.0
27883,乐福鞋,2016-12-04,0.0
27884,乐福鞋,2016-12-05,0.0
27885,乐福鞋,2016-12-06,0.0
27886,乐福鞋,2016-12-07,0.0
27887,乐福鞋,2016-12-08,0.0
27888,乐福鞋,2016-12-09,0.0
27889,乐福鞋,2016-12-10,0.0
27890,乐福鞋,2016-12-11,0.0
27891,乐福鞋,2016-12-12,0.0
27892,乐福鞋,2016-12-13,0.0
27893,乐福鞋,2016-12-14,0.0
27894,乐福鞋,2016-12-15,0.0
27895,乐福鞋,2016-12-16,0.0
27896,乐福鞋,2016-12-17,0.0
27897,乐福鞋,2016-12-18,0.0
27898,乐福鞋,2016-12-19,0.0
27899,乐福鞋,2016-12-20,0.0
27900,乐福鞋,2016-12-21,0.0
27901,乐福鞋,2016-12-22,0.0
27902,乐福鞋,2016-12-23,0.0
27903,乐福鞋,2016-12-24,0.0
27904,乐福鞋,2016-12-25,0.0
27905,乐福鞋,2016-12-26,0.0
27906,乐福鞋,2016-12-27,0.0
27907,乐福鞋,2016-12-28,0.0
27908,乐福鞋,2016-12-29,0.0
27909,乐福鞋,2016-12-30,0.0
27910,乐福鞋,2016-12-31,0.0
27911,乐福鞋,2017-01-01,0.0
27912,休闲坡跟,2016-01-01,0.0
27913,休闲坡跟,2016-01-02,0.0
27914,休闲坡跟,2016-01-03,0.0
27915,休闲坡跟,2016-01-04,0.0
27916,休闲坡跟,2016-01-05,0.0
27917,休闲坡跟,2016-01-06,0.0
27918,休闲坡跟,2016-01-07,0.0
27919,休闲坡跟,2016-01-08,0.0
27920,休闲坡跟,2016-01-09,0.0
27921,休闲坡跟,2016-01-10,0.0
27922,休闲坡跟,2016-01-11,0.0
27923,休闲坡跟,2016-01-12,0.0
27924,休闲坡跟,2016-01-13,0.0
27925,休闲坡跟,2016-01-14,0.0
27926,休闲坡跟,2016-01-15,0.0
27927,休闲坡跟,2016-01-16,0.0
27928,休闲坡跟,2016-01-17,0.0
27929,休闲坡跟,2016-01-18,0.0
27930,休闲坡跟,2016-01-19,0.0
27931,休闲坡跟,2016-01-20,0.0
27932,休闲坡跟,2016-01-21,0.0
27933,休闲坡跟,2016-01-22,0.0
27934,休闲坡跟,2016-01-23,0.0
27935,休闲坡跟,2016-01-24,0.0
27936,休闲坡跟,2016-01-25,0.0
27937,休闲坡跟,2016-01-26,0.0
27938,休闲坡跟,2016-01-27,0.0
27939,休闲坡跟,2016-01-28,0.0
27940,休闲坡跟,2016-01-29,0.0
27941,休闲坡跟,2016-01-30,0.0
27942,休闲坡跟,2016-01-31,0.0
27943,休闲坡跟,2016-02-01,0.0
27944,休闲坡跟,2016-02-02,0.0
27945,休闲坡跟,2016-02-03,0.0
27946,休闲坡跟,2016-02-04,0.0
27947,休闲坡跟,2016-02-05,0.0
27948,休闲坡跟,2016-02-06,0.0
27949,休闲坡跟,2016-02-07,0.0
27950,休闲坡跟,2016-02-08,0.0
27951,休闲坡跟,2016-02-09,0.0
27952,休闲坡跟,2016-02-10,0.0
27953,休闲坡跟,2016-02-11,0.0
27954,休闲坡跟,2016-02-12,0.0
27955,休闲坡跟,2016-02-13,0.0
27956,休闲坡跟,2016-02-14,0.0
27957,休闲坡跟,2016-02-15,0.0
27958,休闲坡跟,2016-02-16,0.0
27959,休闲坡跟,2016-02-17,0.0
27960,休闲坡跟,2016-02-18,0.0
27961,休闲坡跟,2016-02-19,0.0
27962,休闲坡跟,2016-02-20,0.0
27963,休闲坡跟,2016-02-21,0.0
27964,休闲坡跟,2016-02-22,0.0
27965,休闲坡跟,2016-02-23,0.0
